t,phase,x_true,y_true,motion_true,amp_true
30.5667,settle,0.03183,-0.01185,0.10999,0.03240
30.6000,settle,0.02905,-0.01395,0.10763,0.03211
30.6333,settle,0.02451,-0.01555,0.10618,0.03181
30.6667,settle,0.01853,-0.01660,0.10557,0.03152
30.7000,settle,0.01150,-0.01707,0.10558,0.03123
30.7333,settle,0.00388,-0.01697,0.10593,0.03094
30.7667,settle,-0.00384,-0.01630,0.10635,0.03065
30.8000,settle,-0.01118,-0.01510,0.10656,0.03037
30.8333,settle,-0.01769,-0.01343,0.10633,0.03009
30.8667,settle,-0.02297,-0.01133,0.10547,0.02981
30.9000,settle,-0.02673,-0.00889,0.10390,0.02954
30.9333,settle,-0.02875,-0.00621,0.10172,0.02927
30.9667,settle,-0.02894,-0.00336,0.09932,0.02900
31.0000,settle,-0.02732,-0.00046,0.09730,0.02873
31.0333,settle,-0.02403,0.00241,0.09600,0.02846
31.0667,settle,-0.01931,0.00514,0.09542,0.02820
31.1000,settle,-0.01346,0.00766,0.09542,0.02794
31.1333,settle,-0.00689,0.00987,0.09578,0.02769
31.1667,settle,0.00000,0.01171,0.09623,0.02743
31.2000,settle,0.00676,0.01313,0.09653,0.02718
31.2333,settle,0.01297,0.01408,0.09644,0.02693
31.2667,settle,0.01826,0.01455,0.09576,0.02668
31.3000,settle,0.02232,0.01452,0.09433,0.02643
31.3333,settle,0.02491,0.01401,0.09210,0.02619
31.3667,settle,0.02590,0.01304,0.08918,0.02595
31.4000,settle,0.02525,0.01165,0.08648,0.02571
31.4333,settle,0.02305,0.00991,0.08467,0.02547
31.4667,settle,0.01945,0.00786,0.08375,0.02524
31.5000,settle,0.01470,0.00559,0.08356,0.02500
31.5333,settle,0.00912,0.00317,0.08387,0.02477
31.5667,settle,0.00308,0.00069,0.08444,0.02455
31.6000,settle,-0.00305,-0.00176,0.08504,0.02432
31.6333,settle,-0.00887,-0.00411,0.08541,0.02410
31.6667,settle,-0.01403,-0.00628,0.08535,0.02387
31.7000,settle,-0.01822,-0.00820,0.08469,0.02365
31.7333,settle,-0.02120,-0.00982,0.08331,0.02343
31.7667,settle,-0.02281,-0.01107,0.08116,0.02322
31.8000,settle,-0.02296,-0.01194,0.07838,0.02300
31.8333,settle,-0.02168,-0.01239,0.07602,0.02279
31.8667,settle,-0.01907,-0.01242,0.07451,0.02258
31.9000,settle,-0.01532,-0.01203,0.07378,0.02237
31.9333,settle,-0.01068,-0.01125,0.07365,0.02217
31.9667,settle,-0.00546,-0.01011,0.07391,0.02196
32.0000,settle,-0.00000,-0.00865,0.07435,0.02176
32.0333,settle,0.00536,-0.00693,0.07477,0.02156
32.0667,settle,0.01029,-0.00502,0.07495,0.02136
32.1000,settle,0.01449,-0.00297,0.07475,0.02117
32.1333,settle,0.01771,-0.00085,0.07406,0.02097
32.1667,settle,0.01976,0.00125,0.07284,0.02078
32.2000,settle,0.02055,0.00327,0.07119,0.02059
32.2333,settle,0.02003,0.00514,0.06947,0.02040
32.2667,settle,0.01828,0.00681,0.06812,0.02021
32.3000,settle,0.01543,0.00822,0.06729,0.02002
32.3333,settle,0.01166,0.00934,0.06695,0.01984
32.3667,settle,0.00724,0.01011,0.06697,0.01965
32.4000,settle,0.00244,0.01054,0.06718,0.01947
32.4333,settle,-0.00242,0.01061,0.06741,0.01929
32.4667,settle,-0.00704,0.01032,0.06750,0.01912
32.5000,settle,-0.01113,0.00970,0.06728,0.01894
32.5333,settle,-0.01446,0.00876,0.06665,0.01877
32.5667,settle,-0.01682,0.00755,0.06555,0.01859
32.6000,settle,-0.01809,0.00611,0.06405,0.01842
32.6333,settle,-0.01822,0.00449,0.06243,0.01825
32.6667,settle,-0.01720,0.00275,0.06112,0.01808
32.7000,settle,-0.01513,0.00095,0.06030,0.01792
32.7333,settle,-0.01215,-0.00085,0.05997,0.01775
32.7667,settle,-0.00847,-0.00258,0.06001,0.01759
32.8000,settle,-0.00433,-0.00420,0.06029,0.01743
32.8333,settle,0.00000,-0.00565,0.06062,0.01726
32.8667,settle,0.00425,-0.00688,0.06086,0.01711
32.9000,settle,0.00816,-0.00786,0.06084,0.01695
32.9333,settle,0.01149,-0.00857,0.06044,0.01679
32.9667,settle,0.01405,-0.00897,0.05956,0.01664
33.0000,settle,0.01568,-0.00906,0.05813,0.01648
33.0333,settle,0.01630,-0.00886,0.05616,0.01633
33.0667,settle,0.01589,-0.00836,0.05426,0.01618
33.1000,settle,0.01451,-0.00759,0.05302,0.01603
33.1333,settle,0.01224,-0.00658,0.05237,0.01588
33.1667,settle,0.00925,-0.00537,0.05221,0.01574
33.2000,settle,0.00574,-0.00401,0.05238,0.01559
33.2333,settle,0.00194,-0.00253,0.05274,0.01545
33.2667,settle,-0.00192,-0.00100,0.05313,0.01531
33.3000,settle,-0.00558,0.00053,0.05339,0.01517
33.3333,settle,-0.00883,0.00203,0.05340,0.01503
33.3667,settle,-0.01147,0.00342,0.05305,0.01489
33.4000,settle,-0.01335,0.00468,0.05227,0.01475
33.4333,settle,-0.01436,0.00575,0.05104,0.01461
33.4667,settle,-0.01445,0.00662,0.04949,0.01448
33.5000,settle,-0.01364,0.00725,0.04810,0.01435
33.5333,settle,-0.01200,0.00763,0.04716,0.01421
33.5667,settle,-0.00964,0.00774,0.04669,0.01408
33.6000,settle,-0.00672,0.00759,0.04657,0.01395
33.6333,settle,-0.00344,0.00720,0.04669,0.01382
33.6667,settle,-0.00000,0.00657,0.04693,0.01370
33.7000,settle,0.00337,0.00573,0.04714,0.01357
33.7333,settle,0.00648,0.00472,0.04722,0.01345
33.7667,settle,0.00912,0.00357,0.04705,0.01332
33.8000,settle,0.01114,0.00232,0.04659,0.01320
33.8333,settle,0.01244,0.00102,0.04581,0.01308
33.8667,settle,0.01293,-0.00030,0.04480,0.01296
33.9000,settle,0.01261,-0.00158,0.04378,0.01284
33.9333,settle,0.01151,-0.00278,0.04299,0.01272
33.9667,settle,0.00971,-0.00387,0.04252,0.01260
34.0000,settle,0.00734,-0.00481,0.04235,0.01249
34.0333,settle,0.00455,-0.00557,0.04239,0.01237
34.0667,settle,0.00154,-0.00613,0.04254,0.01226
34.1000,settle,-0.00152,-0.00648,0.04269,0.01214
34.1333,settle,-0.00443,-0.00661,0.04273,0.01203
34.1667,settle,-0.00701,-0.00651,0.04256,0.01192
34.2000,settle,-0.00910,-0.00620,0.04212,0.01181
34.2333,settle,-0.01059,-0.00568,0.04136,0.01170
34.2667,settle,-0.01139,-0.00499,0.04033,0.01159
34.3000,settle,-0.01146,-0.00414,0.03920,0.01149
34.3333,settle,-0.01082,-0.00317,0.03831,0.01138
34.3667,settle,-0.00952,-0.00212,0.03778,0.01128
34.4000,settle,-0.00765,-0.00101,0.03757,0.01117
34.4333,settle,-0.00533,0.00012,0.03761,0.01107
34.4667,settle,-0.00273,0.00121,0.03780,0.01097
34.5000,settle,-0.00000,0.00225,0.03805,0.01087
34.5333,settle,0.00268,0.00319,0.03823,0.01077
34.5667,settle,0.00514,0.00401,0.03826,0.01067
34.6000,settle,0.00724,0.00468,0.03805,0.01057
34.6333,settle,0.00884,0.00518,0.03752,0.01047
34.6667,settle,0.00987,0.00550,0.03665,0.01038
34.7000,settle,0.01026,0.00563,0.03541,0.01028
34.7333,settle,0.01000,0.00557,0.03412,0.01018
34.7667,settle,0.00913,0.00533,0.03329,0.01009
34.8000,settle,0.00770,0.00491,0.03284,0.01000
34.8333,settle,0.00582,0.00434,0.03270,0.00991
34.8667,settle,0.00361,0.00363,0.03279,0.00981
34.9000,settle,0.00122,0.00281,0.03300,0.00972
34.9333,settle,-0.00121,0.00192,0.03323,0.00963
34.9667,settle,-0.00351,0.00098,0.03340,0.00955
35.0000,settle,-0.00556,0.00002,0.03342,0.00946
35.0333,settle,-0.00722,-0.00092,0.03323,0.00937
35.0667,settle,-0.00840,-0.00181,0.03278,0.00928
35.1000,settle,-0.00904,-0.00263,0.03207,0.00920
35.1333,settle,-0.00910,-0.00334,0.03120,0.00911
35.1667,settle,-0.00859,-0.00393,0.03040,0.00903
35.2000,settle,-0.00755,-0.00438,0.02985,0.00895
35.2333,settle,-0.00607,-0.00467,0.02956,0.00886
35.2667,settle,-0.00423,-0.00480,0.02948,0.00878
35.3000,settle,-0.00216,-0.00477,0.02954,0.00870
35.3333,settle,0.00000,-0.00458,0.02967,0.00862
35.3667,settle,0.00212,-0.00424,0.02977,0.00854
35.4000,settle,0.00408,-0.00377,0.02979,0.00846
35.4333,settle,0.00574,-0.00318,0.02965,0.00839
35.4667,settle,0.00701,-0.00249,0.02933,0.00831
35.5000,settle,0.00783,-0.00173,0.02881,0.00823
35.5333,settle,0.00814,-0.00093,0.02816,0.00816
35.5667,settle,0.00794,-0.00012,0.02753,0.00808
35.6000,settle,0.00724,0.00069,0.02706,0.00801
35.6333,settle,0.00611,0.00146,0.02679,0.00793
35.6667,settle,0.00462,0.00216,0.02671,0.00786
35.7000,settle,0.00287,0.00278,0.02676,0.00779
35.7333,settle,0.00097,0.00330,0.02687,0.00771
35.7667,settle,-0.00096,0.00370,0.02698,0.00764
35.8000,settle,-0.00279,0.00396,0.02701,0.00757
35.8333,settle,-0.00441,0.00409,0.02690,0.00750
35.8667,settle,-0.00573,0.00408,0.02661,0.00743
35.9000,settle,-0.00666,0.00394,0.02610,0.00737
35.9333,settle,-0.00717,0.00366,0.02539,0.00730
35.9667,settle,-0.00722,0.00327,0.02459,0.00723
36.0000,settle,-0.00681,0.00278,0.02398,0.00716
36.0333,settle,-0.00599,0.00220,0.02362,0.00710
36.0667,settle,-0.00481,0.00156,0.02347,0.00703
36.1000,settle,-0.00336,0.00088,0.02350,0.00697
36.1333,settle,-0.00172,0.00019,0.02363,0.00690
36.1667,settle,-0.00000,-0.00050,0.02380,0.00684
36.2000,settle,0.00169,-0.00117,0.02394,0.00678
36.2333,settle,0.00323,-0.00178,0.02398,0.00671
36.2667,settle,0.00455,-0.00231,0.02387,0.00665
36.3000,settle,0.00556,-0.00277,0.02358,0.00659
36.3333,settle,0.00621,-0.00312,0.02306,0.00653
36.3667,settle,0.00646,-0.00336,0.02233,0.00647
36.4000,settle,0.00630,-0.00349,0.02155,0.00641
36.4333,settle,0.00575,-0.00349,0.02100,0.00635
36.4667,settle,0.00485,-0.00338,0.02070,0.00629
36.5000,settle,0.00366,-0.00316,0.02059,0.00623
36.5333,settle,0.00227,-0.00284,0.02063,0.00618
36.5667,settle,0.00077,-0.00243,0.02074,0.00612
36.6000,settle,-0.00076,-0.00194,0.02088,0.00606
36.6333,settle,-0.00221,-0.00140,0.02097,0.00601
36.6667,settle,-0.00350,-0.00083,0.02098,0.00595
36.7000,settle,-0.00454,-0.00023,0.02086,0.00590
36.7333,settle,-0.00529,0.00036,0.02059,0.00584
36.7667,settle,-0.00569,0.00093,0.02017,0.00579
36.8000,settle,-0.00573,0.00145,0.01967,0.00574
36.8333,settle,-0.00541,0.00192,0.01922,0.00568
36.8667,settle,-0.00475,0.00232,0.01890,0.00563
36.9000,settle,-0.00382,0.00263,0.01873,0.00558
36.9333,settle,-0.00266,0.00285,0.01869,0.00553
36.9667,settle,-0.00136,0.00297,0.01873,0.00548
37.0000,settle,-0.00000,0.00298,0.01880,0.00543
37.0333,settle,0.00134,0.00290,0.01885,0.00538
37.0667,settle,0.00257,0.00273,0.01884,0.00533
37.1000,settle,0.00361,0.00246,0.01873,0.00528
37.1333,settle,0.00442,0.00212,0.01850,0.00523
37.1667,settle,0.00493,0.00171,0.01815,0.00518
37.2000,settle,0.00512,0.00126,0.01771,0.00513
37.2333,settle,0.00500,0.00077,0.01730,0.00509
37.2667,settle,0.00456,0.00026,0.01700,0.00504
37.3000,settle,0.00385,-0.00024,0.01684,0.00499
37.3333,settle,0.00291,-0.00073,0.01680,0.00495
37.3667,settle,0.00180,-0.00119,0.01685,0.00490
37.4000,settle,0.00061,-0.00159,0.01693,0.00486
37.4333,settle,-0.00060,-0.00194,0.01701,0.00481
37.4667,settle,-0.00175,-0.00222,0.01704,0.00477
37.5000,settle,-0.00278,-0.00241,0.01698,0.00472
37.5333,settle,-0.00361,-0.00252,0.01680,0.00468
37.5667,settle,-0.00419,-0.00255,0.01648,0.00464
37.6000,settle,-0.00451,-0.00249,0.01600,0.00459
37.6333,settle,-0.00454,-0.00235,0.01544,0.00455
37.6667,settle,-0.00429,-0.00213,0.01501,0.00451
37.7000,settle,-0.00377,-0.00185,0.01476,0.00447
37.7333,settle,-0.00303,-0.00151,0.01466,0.00443
37.7667,settle,-0.00211,-0.00112,0.01467,0.00439
37.8000,settle,-0.00108,-0.00071,0.01475,0.00435
37.8333,settle,0.00000,-0.00028,0.01486,0.00431
37.8667,settle,0.00106,0.00016,0.01496,0.00427
37.9000,settle,0.00204,0.00058,0.01500,0.00423
37.9333,settle,0.00287,0.00097,0.01495,0.00419
37.9667,settle,0.00350,0.00132,0.01478,0.00415
38.0000,settle,0.00391,0.00162,0.01449,0.00411
38.0333,settle,0.00406,0.00187,0.01407,0.00407
38.0667,settle,0.00396,0.00204,0.01362,0.00403
38.1000,settle,0.00362,0.00215,0.01329,0.00400
38.1333,settle,0.00305,0.00218,0.01309,0.00396
38.1667,settle,0.00231,0.00214,0.01302,0.00392
38.2000,settle,0.00143,0.00202,0.01302,0.00389
38.2333,settle,0.00048,0.00184,0.01308,0.00385
38.2667,settle,-0.00048,0.00161,0.01316,0.00382
38.3000,settle,-0.00139,0.00132,0.01320,0.00378
38.3333,settle,-0.00220,0.00100,0.01320,0.00375
38.3667,settle,-0.00286,0.00065,0.01312,0.00371
38.4000,settle,-0.00333,0.00028,0.01295,0.00368
38.4333,settle,-0.00358,-0.00009,0.01269,0.00364
38.4667,settle,-0.00360,-0.00045,0.01239,0.00361
38.5000,settle,-0.00340,-0.00079,0.01213,0.00358
38.5333,settle,-0.00299,-0.00109,0.01195,0.00354
38.5667,settle,-0.00240,-0.00136,0.01185,0.00351
38.6000,settle,-0.00168,-0.00157,0.01184,0.00348
38.6333,settle,-0.00086,-0.00173,0.01186,0.00345
38.6667,settle,-0.00000,-0.00182,0.01191,0.00342
38.7000,settle,0.00084,-0.00186,0.01194,0.00338
38.7333,settle,0.00162,-0.00183,0.01192,0.00335
38.7667,settle,0.00227,-0.00174,0.01184,0.00332
38.8000,settle,0.00278,-0.00160,0.01168,0.00329
38.8333,settle,0.00310,-0.00140,0.01144,0.00326
38.8667,settle,0.00322,-0.00116,0.01113,0.00323
38.9000,settle,0.00314,-0.00089,0.01085,0.00320
38.9333,settle,0.00287,-0.00059,0.01066,0.00317
38.9667,settle,0.00242,-0.00028,0.01056,0.00314
39.0000,settle,0.00183,0.00004,0.01054,0.00311
39.0333,settle,0.00114,0.00035,0.01057,0.00308
39.0667,settle,0.00038,0.00064,0.01063,0.00306
39.1000,settle,-0.00038,0.00090,0.01070,0.00303
39.1333,settle,-0.00110,0.00113,0.01072,0.00300
39.1667,settle,-0.00175,0.00132,0.01070,0.00297
39.2000,settle,-0.00227,0.00146,0.01059,0.00295
39.2333,settle,-0.00264,0.00155,0.01039,0.00292
39.2667,settle,-0.00284,0.00158,0.01009,0.00289
39.3000,settle,-0.00286,0.00157,0.00970,0.00286
39.3333,settle,-0.00270,0.00150,0.00941,0.00284
39.3667,settle,-0.00237,0.00138,0.00923,0.00281
39.4000,settle,-0.00191,0.00122,0.00916,0.00279
39.4333,settle,-0.00133,0.00102,0.00916,0.00276
39.4667,settle,-0.00068,0.00079,0.00921,0.00273
39.5000,settle,0.00000,0.00054,0.00928,0.00271
39.5333,settle,0.00067,0.00027,0.00934,0.00268
39.5667,settle,0.00128,0.00000,0.00937,0.00266
39.6000,settle,0.00180,-0.00026,0.00934,0.00264
39.6333,settle,0.00220,-0.00051,0.00925,0.00261
39.6667,settle,0.00246,-0.00074,0.00908,0.00259
39.7000,settle,0.00256,-0.00094,0.00885,0.00256
39.7333,settle,0.00249,-0.00111,0.00860,0.00254
39.7667,settle,0.00228,-0.00123,0.00840,0.00252
39.8000,settle,0.00192,-0.00131,0.00828,0.00249
39.8333,settle,0.00145,-0.00135,0.00823,0.00247
39.8667,settle,0.00090,-0.00134,0.00823,0.00245
39.9000,settle,0.00030,-0.00129,0.00826,0.00242
39.9333,settle,-0.00030,-0.00119,0.00830,0.00240
39.9667,settle,-0.00088,-0.00106,0.00832,0.00238
